Unnamed: 0,Owner,Pending days,Month,Feedback Date,Customer,End Customer,Region,Country,Key Account Status,Sales manager,Business Unit & Product,First Tier Category,Second Tier Category,Third Tier Category,Third Tier+ Category,Description,Repeat times,Filling Machine,Packaging Material,Production Date,Format,Defect Pic,Issues category,Reject category,Reject detailed reason,Department,DIC,Status,MMI status,Latest Status,History,Sample tracking NO.,Sample received date,Root cause,Actions on filling machine,Corrective action,Person in charge,Action Due Date,Converting Machine,OA CAPA Process Number,Issue Claim Paper Date,Close Claim Paper Date,Claim no,Claim Qty(pcs),Claim Qty(details),Internal CAPA Issue Date,Internal CAPA Receive Date,Internal response time,External CAPA Submit Date,Response time,Feedback lead time,CRM case number,To do list,Hyperlink,Defect Code,Is the detection system detectable?,Claim amount
221,coco,0,aug,2024-08-28,菊乐食品(新津),菊乐食品(新津),chn-中国区,china mainland,n,俊轶 刘诚,ks aseptic i,printing_印刷,printing_unit_印组,ink fading 油墨褪色,外观类,外面两圈发现颜色与其他有色差,2,tba22,1004989/31040060,2024-07-25 00:00:00,250b,unavailable,unaccepted,improper transportation or storage by customer,厂内生产无相关报警，且相邻卷已经用完，未发现异常。客户端储存不当导致褪色，建议避光保存,filling machine,filling machine,close,unavailable,2024/9/6：客户端已消耗完，没有更多异议。2024/8/30：待提供3卷卷标签；内部进行调查；,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-28 00:00:00,2024-08-29 00:00:00,1.0,2024-08-29 00:00:00,1.0,34.0,unavailable,unavailable,unavailable,unavailable,False,0.0
222,zhuanxiang,58,aug,2024-08-26,合肥伊利,合肥伊利,chn-中国区,china mainland,y,赵永波,ks aseptic i,transportation_运输,transportation_运输_,transportation damge 运输破损,外观类,包材一托移位，一托顶部泡泡袋破损,35,tba 22,1003852,2024-08-17 00:00:00,250b,unavailable,unaccepted,unavailable,unavailable,filling machine,filling machine,open,unavailable,unavailable,2024/8/30内部会议：厂内回查包材从包装线到成品库未发现错层现象；现使用的热缩膜（拉伸：md 350、cd 500）会在运输过程中晃动发生包材错层。针对客户反馈的错层问题，乐美做了以下改善：  短期措施：          1.包装线增加缠绕膜层数（从4-10改为8-12），于2024/8/29完成。          2.成品叉车司机作业标准培训，于2024/8/29完成。 长期措施：           测试并引进拉伸好，抗穿刺好的热缩膜，预计2024-09-06测试（采购引进四个）,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,-1.0,unavailable,-32522.0,9.0,unavailable,unavailable,unavailable,unavailable,False,0.0
223,sophia,0,aug,2024-08-28,idp cuchi,idp cuchi,gka&sea-大客户及东南亚,vietnam,n,hoan nguyen,ks aseptic i,during_filling_灌装中,integrity_完整性,leakage at pph_plh 吸管孔_plh漏包,功能类,1包吸管孔破,1,unavailable,1005404/33010028 1004886/33010025,2024-07-22 00:00:00,200s,unavailable,unaccepted,unavailable,unavailable,filling machine,filling machine,close,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-09-26 00:00:00,2024-09-30 00:00:00,pw202408004,1540箱,1540箱成品sorting费用,unavailable,unavailable,-1.0,2024-08-31 00:00:00,2.0,37.0,unavailable,unavailable,unavailable,unavailable,False,308.0
224,coco,0,aug,2024-08-28,progress,progress,cis-俄语区,russia,n,serov ilya,ks aseptic i,transportation_运输,transportation_运输_,transportation damge 运输破损,物流运输类,运输破损、栈板倾斜、货物掉落等,36,unavailable,1000001131(rxtu4553608) exw,2024-06-28 00:00:00,200m,unavailable,unaccepted,improper transportation or storage by customer,从装柜照片可以看出加了瓦楞纸板和脚墩来防护。贸易方式为exw。后续有铁运改善计划，待验证是否可以更加改善。,filling machine,filling machine,close,unavailable,2024/9/19：无更多疑问，结案。 2024/9/6：装柜清单及照片里没有pp条和第二层，待客户确认收货时铅封号是否变更，提供正确的工单、集装箱号。 2024/8/28:从装柜照片可以看出加了瓦楞纸板和脚墩来防护。贸易方式为exw。后续有铁运改善计划，待验证是否可以更加改善。,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-28 00:00:00,2024-08-28 00:00:00,0.0,2024-08-28 00:00:00,0.0,61.0,unavailable,unavailable,unavailable,unavailable,False,0.0
225,coco,0,aug,2024-08-28,伯尼纳贸易（江苏）,multon,eu-欧洲区,russia,y,赵围围 (anna zhao),ks aseptic i,transportation_运输,transportation_运输_,transportation damge 运输破损,物流运输类,货物磨损,37,unavailable,1004459(pallet 11/13) 1004458(pallet 8) exw,2024-06-28 00:00:00,2ls-plh,unavailable,unaccepted,improper transportation or storage by customer,从装柜照片可以看出加了瓦楞纸板和脚墩来防护。贸易方式为exw。后续有铁运改善计划，待验证是否可以更加改善。,filling machine,filling machine,close,unavailable,2024/9/3:已开客诉单进行赔付。 2024/8/28:从装柜照片可以看出加了瓦楞纸板和脚墩来防护。贸易方式为exw。后续有铁运改善计划，待验证是否可以更加改善。,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-09-03 00:00:00,2024-09-04 00:00:00,pw202408003,700,700,2024-08-28 00:00:00,2024-08-28 00:00:00,0.0,2024-08-28 00:00:00,0.0,61.0,unavailable,unavailable,unavailable,unavailable,False,0.0
226,coco,55,aug,2024-08-29,acp,acp,gka&sea-大客户及东南亚,vietnam,n,hoan nguyen,ks aseptic i,during_filling_灌装中,runnability_运行性,pe gel pe凝胶/挂胶,上机匹配性,"1. compare to tetrapak pm, our pm got alarm when restart with ls sealing phase and impedance 2. our pm not straight on surface from one edge to another edge means like a curve. so that, the edge will touch to sa inductor with inner layer of pm ==> after several of hundred of packs produced the plastic accumulated and sticked on the package",1,a3f-040v,first commercial order: 1006891 33030005/33050006,2024-07-27 00:00:00,1lsq,unavailable,unaccepted,customer's abnormal production equipment or testing equipment.,the appearance (high edge/waiving/banana shape)/grammage/moisture/dimension were checked without any abnormalities.,filling machine,filling machine,open,unavailable,2024/9/26: 24号 25号监督生产， 2024/9/20：再次确认下铝箔厚度，以及12μm铝箔用在哪些工单上；malee端情况 2024/9/19：1.用ht335生产新订单到客户端验证；2.同步查看malee同原纸同厚度铝箔的订单情况,"2024/9/13: 9/9工程师在客户端试水包，没问题。明天会去客户端监督大规模生产。 2024/9/6：mmi just shared the report, sales will have meeting with customer next monday. 2024/8/29：调查荷叶边、高低边、香蕉边、复合克重。待mmi 确认还要查哪些信息。参考fct pe lump客诉。",unavailable,unavailable,unavailable,"0916: sa: inspected and fine tuned packaging material position to strip applicator; rechecked guide and pressure rollers going to strip applicator;adjusted sa sealing temperature  ls: inspected and fine tuned packaging material position to ls inductor; inspected and compared paper tracking positions for different packaging materials (other supplier, lp trial paper and lp commercial paper). all within good position; rechecked and adjusted range of vmn (variable matching network). 0925: 1.adjust production ls vmn value as last temporary solution for ls alarm issues: adjust value: _main_task/sm/_o_03020_machconf, par_productionvmnlsconfig :=7; from 7 to 9, par_productionvmnlsspan :=3; from 3 to 2; 2. changed sa inductor adhesive tape; 3. modify paper guide rollers diamete by used adhesive tape: increase from 50mm to 53mm. 4. monitor production cycles -->solved after actions on sep. 25th",unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-30 00:00:00,2024-08-30 00:00:00,0.0,unavailable,-32525.0,33.0,unavailable,unavailable,unavailable,unavailable,False,0.0
227,sophia,55,aug,2024-08-29,surlat,surlat,gka&sea-大客户及东南亚,chile,n,su chong,ks aseptic i,during_filling_灌装中,integrity_完整性,poor sealing  封合不良,上机匹配性,纵封处封合不良,6,unavailable,043311/35070014,2024-07-05 00:00:00,200s,unavailable,unaccepted,unsufficient information,"have no more information, engineer will visit customer",filling machine,filling machine,open,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,-1.0,2024-09-03 00:00:00,3.0,55.0,unavailable,unavailable,unavailable,unavailable,False,0.0
228,celina,54,aug,2024-08-30,dairy group,dairy group,mea-中东及非洲,south africa,n,rajat beri,ks aseptic i,transportation_运输,transportation_运输_,transportation damge 运输破损,物流运输类,5个卷到货受损,38,unavailable,1004328,2024-06-22 00:00:00,1lsq-plh,unavailable,claim,unavailable,unavailable,logistic,logistic,open,unavailable,20240926：hugo：i will request the customer to raise a mail stating the damages of the 5 reels 20240913：保险公司要求客户提供索赔邮件，金额，如果赔给客户需要客户提供权益转让书，销售说下周会和客户沟通确认具体的赔付金额，数量等信息。 20240905：确认到出货是cif到德班港口，客户从德班卸车，transent将货物从德班拉倒total logistics，total logistic再将货物运到客户工厂。5 reel damages是transent拆柜后发现的。客户发现15个栈板的最顶上的卷受损。保险公司要求我司提供受损照片，客户索赔证据，收货签收单等证据。在请客户发送中。,20240830：客诉到货5卷受损，cif贸易方式，出货照片显示货物未受损，已通知物流报保险。,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-30 00:00:00,2024-09-03 00:00:00,2.0,2024-09-03 00:00:00,2.0,69.0,unavailable,unavailable,unavailable,unavailable,False,0.0
229,sophia,0,sep,2024-09-03,greenfields,greenfields,gka&sea-大客户及东南亚,indonesia,n,yusuf hisyam,ks aseptic i,lamination_复合,appearance_淋膜外观,inner surface roughness 内层粗糙,外观类,包材内层粗糙似橘皮,1,unavailable,1005628 1005629,2024-07-19 00:00:00,1ls,unavailable,unaccepted,normal phenomenon,unavailable,filling machine,filling machine,close,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-09-03 00:00:00,0.0,46.0,unavailable,unavailable,unavailable,unavailable,False,0.0
230,celina,50,sep,2024-09-03,dabur nepal,dabur nepal,isu-印度沙特阿联酋,nepal,n,yogesh kumar,ks aseptic i,raw_material_原材料,foil_铝箔,foil pin hole 铝箔针孔,外观类,平张扬点状透光,1,unavailable,1005247,2024-06-22 00:00:00,1lsq-plh,unavailable,unaccepted,unavailable,unavailable,filling machine,filling machine,open,unavailable,"20241008：提供9μ厚度的技术标准和tds给客户，请求run 第一次生产。 20240930：提供针孔检测工具给客户 20240927：客户还未给出第一次 commercial run的时间 20240918：销售回复客户愿意承担使用因使用我司包材和pp条导致成品出问题责任。 20240909：销售发保证函给客户，客户要求我司承担所有fg的full responsibility 20240905：这个客户到现在只生产了41万包, 这是客户的第一次订单。查询在线数据，未检到pinhole。原铝箔使用的是晟通的，6月份才开始做检查的，之前的都是看供应商的coa，此笔po使用批次的供应商的coa显示针孔个数，每平米小于等于150个。5m留样是ok的。在查询pinhole个数中。3m样上也有发现折痕线上有透光，还在确认是点状还是长条形。今天去看样品。 客户在8米长上发现22个针孔，单包宽度292mm，8米面积：2.336平米，平均每平米9.41个。 我司内部原铝箔针孔标准是9μ <0.1mm的孔每平米150个，大于0.1mm的不允许。根据客户提供的信息来看还在标准范围内。","20240905：这个客户到现在只生产了41万包, 这是客户的第一次订单。查询在线数据，未检到pinhole。原铝箔使用的是晟通的，6月份才开始做检查的，之前的都是看供应商的coa，此笔po使用批次的供应商的coa显示针孔个数，每平米小于等于150个。5m留样是ok的。在查询pinhole个数中。3m样上也有发现折痕线上有透光，还在确认是点状还是长条形。今天去看样品。 客户在8米长上发现22个针孔，单包宽度292mm，8米面积：2.336平米，平均每平米9.41个。 我司内部原铝箔针孔标准是9μ <0.1mm的孔每平米150个，大于0.1mm的不允许。根据客户提供的信息来看还在标准范围内。",unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-09-03 00:00:00,2024-09-05 00:00:00,2.0,2024-09-09 00:00:00,4.0,73.0,unavailable,unavailable,unavailable,unavailable,False,0.0
